App ID;German;English;Translate
com.asus.asusrouter;Der ASUS-Router kann GerÃ¤te auf dem von Ihnen genutzten Netzwerk erkennen und Verbindungen zu diesen herstellen.;ASUS Router will be able to to discover and connect to devices on the networks you use.;The Asus Router application will be able to detect the devices you use and connect with them in the network.
com.tuya.smartlife;Der Zweck der App, die eine Verbindung zum lokalen Netzwerk herstellt: Aktivieren Sie das Pairing und die Steuerung der GerÃ¤te, die mit dem lokalen Netzwerk verbunden sind;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network
HM.wristband;Wird die intelligente Waage mit dem WLAN konfiguriert, muss sie die Informationen des nahegelegenen WLAN-Netzwerks abrufen.;When the smart scale is configured with the Wi-Fi, it needs to acquire the info of the Wi-Fi nearby.;When the smart scale is configured with WIFI, you need to obtain the nearby WiFi information.
com.security.BatteryCam;Diese App kann GerÃ¤te in den von Ihnen verwendeten Netzwerken erkennen und mit ihnen verbinden.;This app will be able to discover and connect to devices on the networks you use.;This app will be able to discover and connect to devices on the networks you use.
com.wdc.wdfiles;;This app will be able to discover and connect to devices on the networks you use.;This app will be able to discover and connect to devices on the networks you use.
com.planner5d.Planner-5D;Planner 5D verwendet lokale Netzwerke, um GerÃ¤te in der NÃ¤he zu finden, die eine AR-Sitzung teilen;Planner 5D will use local networking to discover nearby devices, that are sharing AR session;Planner 5D will use local networking to discover nearby devices, that are sharing AR session
hu.otpbank.mobile;;Network access required;Network access required
com.Peloton.PelotonApp;Peloton verwendet das lokale Netzwerk, um sich mit Cast-fÃ¤higen GerÃ¤ten in deinem WLAN-Netzwerk zu verbinden.;Peloton uses the local network to connect to Peloton devices and Cast-enabled devices on your WiFi network;Description set in InfoPlist.strings.
com.touchbyte.PhotoSync;PhotoSync benutzt das lokale Netzwerk zur Ãœbertragung von/zum Computer und NAS-GerÃ¤ten.;PhotoSync uses the local network to transfer from/to Computer and NAS devices.;PhotoSync uses the local network to transfer to Computer and NAS devices
com.awox.smartcontrol;;Allow HomeControl to detect StriimLight devices.;Allow HomeControl to detect StriimLight devices.
com.google.Chromecast;Die App verwendet das lokale Netzwerk, um die verbundenen GerÃ¤te einzurichten und zu steuern.;The app uses the local network to set up and control your connected devices.;The app uses the local network to set up and control your connected devices.
com.technogym.myrun;;Technogym Live uses the local network to discover Cast-enabled devices on your WiFi network.;Technogym Live uses the local network to discover Cast-enabled devices on your WiFi network.
de.axelspringer.weltmobil;;Atlantis would use Bonjour Service to discover Proxyman app from your local network.;Atlantis would use Bonjour Service to discover Proxyman app from your local network.
de.2kit.cast-browser-samsung;;"Please select 'OK' to allow discovering and connecting to your Samsung TV on your local network (Wi-Fi).

Thank you.";"Please select 'OK' to allow discovering and connecting to your Samsung TV on your local network (Wi-Fi).

Thank you."
co.yogabuddhi.YogaBuddhi.Barre;;Down Dog uses the local network to discover available Chrome Cast devices.;Down Dog uses the local network to discover available Chrome Cast devices.
de.vorwerk.mykobold.app;MyKobold benÃ¶tigt diese Erlaubnis, um mit den Saugrobotern zu kommunizieren und wird nicht nach anderen GerÃ¤ten im Netzwerk suchen.;MyKobold requires this permission to communicate with the robots and will not scan for other devices on the network.;MyKobold requires this permission to communicate with the robots and will not scan for other devices on the network.
com.tplink.kasa-ios;FÃ¼r die GerÃ¤teeinrichtung und die lokale Verwaltung benÃ¶tigt Kasa die Berechtigung fÃ¼r das lokale Netzwerk, um GerÃ¤te in den von Ihnen verwendeten Netzwerken zu finden und zu kommunizieren.;For device setup and local management, Kasa needs the Local Network permission to find and communicate with devices on the networks you use.;For device setup and local management, Tapo needs the Local Network permission to find and communicate with devices on the networks you use.
com.kraftwerk9.smartify;;In order to connect Smartify needs to find LG TV in network;In order to connect Smartify needs to find LG TV in network
com.dahuaoversea.easy4ip;Diese App kann GerÃ¤te in von Ihnen genutzten Netzwerken erkennen und sich mit ihnen verbinden.;This app will be able to discover and connect to devices on the networks you use.;So the app can discover and connect to devices on the networks you use.
com.triller.projectx;;Triller would like to use the local network to discover Cast-enabled devices;Triller would like to use the local network to discover Cast-enabled devices
net.whatsapp.WhatsAppSMB;â€ŽDu kannst dann WhatsApp verwenden, um Anrufe Ã¼ber GerÃ¤te im selben WLAN oder lokalen Netzwerk zu fÃ¼hren.;â€ŽThis will let you use WhatsApp to place and receive calls through devices that are on the same Wi-Fi or local access networks.;â€ŽThis will let you use WhatsApp to place and receive calls through devices that are on the same Wi-Fi or local access networks.
ovz.Car-Scanner;FÃ¼r die Verbindung zum OBDII-Adapter Ã¼ber WLAN ist ein Zugriff auf das lokale Netzwerk erforderlich. Ohne diese Berechtigung ist die Verbindung zum WLAN-Adapter nicht mÃ¶glich.;Access to the local network is required to connect to the OBDII adapter via Wi-Fi. Without this permission, the connection to the Wi-Fi adapter is impossible.;Access to the local network is required to connect to the OBDII adapter via Wi-Fi. Without this permission, the connection to the Wi-Fi adapter is impossible.
de.2kit.Screen-Mirroring-FireTV-Free;;"Please select 'OK' to allow discovering and connecting to your Fire TV on your local network (Wi-Fi).

Thank you.";"Please select 'OK' to allow discovering and connecting to your Fire TV on your local network (Wi-Fi).

Thank you."
com.meari.smartcamera;Wir benÃ¶tigen Ihre Erlaubnis, auf das lokale Netzwerk zuzugreifen, um GerÃ¤te zu finden und GerÃ¤te zu finden;We need your permission to Access The Local Network To Connect and Find Devices;Need to visit the authority of the local network
com.tripomatic.tripomatic;;Sygic Travel uses local network connection to authenticate Sygic Travel apps on iOS and tvOS devices nearby.;Sygic Travel uses local network connection to authenticate Sygic Travel apps on iOS and tvOS devices nearby.
app.dogorama;Das Netzwerkverhalten von Dogorama wird verbessert, aber diese Berechtigung ist nicht zwingend notwendig.;The network behavior of Dogorama will be improved, but this permission is not mandatory.;The network behavior of Dogorama will be improved, but this permission is not mandatory.
de.swr.avp.ard.tablet;Chromecast benÃ¶tigt Zugriff auf Ihr Netzwerk um GerÃ¤te in Ihrer NÃ¤he zu finden.;;Chromecast needs access to your network to find devices near you.
com.foxda.LinkWise;;Looking for Bonjour service;Looking for Bonjour service
com.kraftwerk9.sonyfy;;In order to connect Sonyfy needs to find Sony TV in network;In order to connect Sonyfy needs to find Sony TV in network
eu.iserv.WebApp;Um die App fÃ¼r deinen IServ nutzen zu kÃ¶nnen, ist es erforderlich dieser Berechtigung zuzustimmen.;To use this app with your IServ you have to grant this permission.;LOCAL_NETWORK_PRIVACY
com.bosch.smarthome;Bitte erlauben Sie den Zugriff auf Ihr lokales Netzwerk, damit die App mit dem Smart Home Controller kommunizieren kann.;Please allow access to your local network so that the app can communicate with the Smart Home controller.;Allow access to the local network so that the application can communicate with the Smart Home control control panel.
com.ubnt.protect;;This allows you to discover and adopt devices on your network.;This allows you to discover and adopt devices on your network.
org.olympic.app.mobile;Olympic Channel verwendet das lokale Netzwerk, um Cast-fÃ¤hige GerÃ¤te in Ihrem WLAN-Netzwerk zu finden.;Olympic Channel uses the local network to discover Cast-enabled devices on your WiFi network.;Olympics uses the local network to discover Cast-enabled devices on your WiFi network.
de.audi.myaudimobileassistant;Um das Fahrzeug mit der myAudi App verbinden zu kÃ¶nnen, ist eine Netzwerkverbindung notwendig;A network connection is required to connect the vehicle to the myAudi app;Network Usage is needed to connect to the vehicle
com.google.OPA;Die App verwendet das lokale Netzwerk, um deine verbundenen GerÃ¤te einzurichten.;The app uses the local network to set up your connected devices.;The app uses the local network to set up your connected devices.
com.stretchitapp.stretchit;;Stretchit App uses the local network to discover Cast-enabled devices on your WiFi network.;Stretchit App uses the local network to discover Cast-enabled devices on your WiFi network.
de.avm.fritzappsmarthome;Die FRITZ!App Smart Home versucht jetzt eine Verbindung zu Ihrer FRITZ!Box herzustellen.;The FRITZ!AppÂ SmartÂ Home is attempting to establish a connection to your FRITZ!Box.;The FRITZ!App Smart Home is attempting to establish a connection to your FRITZ!Box.
com.nedis.smartlife;Der Zweck der App, die eine Verbindung zum lokalen Netzwerk herstellt: Aktivieren Sie das Pairing und die Steuerung der GerÃ¤te, die mit dem lokalen Netzwerk verbunden sind;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network
com.ansjer.zccloud;Es stellt keine Verbindung zum GerÃ¤t in dem von Ihnen verwendeten Netzwerk her, sondern erkennt nur die KonnektivitÃ¤t mit Ihrem lokalen Gateway. Der Benutzer kann die Berechtigungseinstellungen der App auch in den iOS-GerÃ¤teeinstellungen-> Datenschutz-> lokale Netzwerkschnittstelle Ã¤ndern.;Find the camera device in the local area network to add device functions, the user can modify the permission settings of the app in the iOS device's Settings -> Privacy -> Local Network Interface;It will not connect to the device on the network you are using, but will only detect the connectivity with your local gateway. The user can also modify the permission settings of the app in the iOS device settings->privacy->local network interface.
de.couchfunk.EM;Erlaube Fernsehen Zugriff auf das lokale Netzwerk, um dich mit Google Cast-fÃ¤higen GerÃ¤ten zu verbinden.;;Allow television access to the local network to connect to Google Cast-enabled devices.
com.ngame.allstar.eu;Um VerzÃ¶gerungen im Spiel zu vermeiden, wird Zugriff auf dein lokales Netzwerk benÃ¶tigt;Access to your local network is needed to minimize in-game lagging;Access to your local network is needed to minimize in-game lagging
com.adobe.lrmobile;;Lightroom uses the local network to download pictures faster if you have another device with the same catalog in this network;Lightroom uses the local network to download pictures faster if you have another device with the same catalog in this network
com.google.Tachyon;Mit dieser Berechtigung kann Meet eine Verbindung zu Ihrem Fernseher herstellen;This permission lets Meet connect to your TV;This permission lets Meet connect to your TV
com.podbean.app.podcast;;podbeanShareExtension uses the local network to discover Cast-enabled devices on your WiFi network.;podbeanShareExtension uses the local network to discover Cast-enabled devices on your WiFi network.
com.abus.abuslinkstationlite;;Allow this app to access your local network to find and set up local devices.;Allow this app to access your local network to find and set up local devices.
com.google.Stella;Nutzt das lokale Netzwerk, um fÃ¼r Google Cast optimierte GerÃ¤te in Ihrem WLAN zu finden.;Uses the local network to discover Cast-enabled devices on your WiFi network.;NSLocalNetworkUsageDescription
com.velux.active;;The VELUX ACTIVE app needs access to your local network. This permission is necessary to configure your gateway.;The VELUX ACTIVE app needs access to your local network. This permission is necessary to configure your gateway.
com.tv5monde.apprendre;Nous avons besoin de l'accÃ¨s Ã  votre rÃ©seau afin de pouvoir utiliser la fonctionnalitÃ© Chromecast sur vos appareils compatibles.;Nous avons besoin de l'accÃ¨s Ã  votre rÃ©seau afin de pouvoir utiliser la fonctionnalitÃ© Chromecast sur vos appareils compatibles.;Learning needs access to your network so that you can use the Chromecast feature on your compatible devices.
com.crunchyroll.iphone;Crunchyroll nutzt dein lokales Netzwerk, um zu cast-fÃ¤higen GerÃ¤ten in deinem WLAN Verbindung aufzunehmen.;Crunchyroll uses the local network to connect to Cast-enabled devices on your WiFi network.;Crunchyroll uses the local network to connect to Cast-enabled devices on your WiFi network.
com.houzz.app;;Houzz uses local networking to display logs in LogFinder and help debugging.;Houzz uses local networking to display logs in LogFinder and help debugging.
com.google.podcasts;;Google Podcasts uses the local network to discover Cast-enabled devices on your WiFi network.;Google Podcasts uses the local network to discover Cast-enabled devices on your WiFi network.
com.Stedor.InstaShop;;InstaShop needs access to your local network for better location accuracy;InstaShop needs access to your local network for better location accuracy
com.qihoo.360smart.superapp;Sie benÃ¶tigen Ihre Zustimmung, um auf das lokale Netzwerk zugreifen zu kÃ¶nnen, um die Verwendung der Netzwerkverteilung, der Erkennung der Netzwerkumgebung und anderer Funktionen zu erleichtern;You need your consent to access the local network to facilitate the use of network distribution, network environment detection and other functions;You need your consent to access the local network to facilitate the use of distribution networks, network environment detection and other functions
au.com.shiftyjelly.podcasts;Hiermit erkennt Pocket Casts Google Cast-GerÃ¤te in deinem Netzwerk. Wenn du diese Funktion nicht verwendest, brauchst du nicht zustimmen.;Pocket Casts uses this to find Google Cast devices on your network. If you don't use this feature feel free to say no.;Pocket Casts uses this to find Google Cast devices on your network. If you don't use this feature feel free to say no.
com.radiofrance.RadioFrance;;;This app will be able to discover devices on the networks you use and connect to it.
com.neocortext.doublicatapp;;Atlantis would use Bonjour Service to discover Proxyman app from your local network.;Atlantis would use Bonjour Service to discover Proxyman app from your local network.
hu.telekomnewmedia.rtlmost;;;The RTL now will have the opportunity to search the network tools to play videos.
com.t-mobile.pl.mselfcare;;We need this permission to test the quality of your connection.;MÃ³j T-Mobile requires this permission to test the quality of your connection.
com.panasonic.jp.imageapp;Wird zur Kommunikation mit verbundener Kamera verwendet.;Used to communicate with the link-up camera.;Used to communicate with the link-up camera.
com.ChillyRoom.DungeonShooter;Der LAN-Koop-Modus greift auf NetzwerkgerÃ¤te in deinem lokalen Netzwerk zu.;LAN co-op mode needs to visit network devices in the local area network.;soulknight uses the local network to connect with player around you.
com.ribeirop.DrumKnee;;DrumKnee needs access to your local network in order to communicate with other music apps.;DrumKnee needs access to your local network in order to communicate with other music apps.
co.yogabuddhi.YogaBuddhi;;Down Dog uses the local network to discover available Chrome Cast devices.;Down Dog uses the local network to discover available Chrome Cast devices.
net.whatsapp.WhatsApp;â€ŽDu kannst dann WhatsApp verwenden, um Anrufe Ã¼ber GerÃ¤te im selben WLAN oder lokalen Netzwerk zu fÃ¼hren.;â€ŽThis will let you use WhatsApp to place and receive calls through devices that are on the same Wi-Fi or local access networks.;â€ŽThis will let you use WhatsApp to place and receive calls through devices that are on the same Wi-Fi or local access networks.
com.kaspersky.securityadvisor;Um GerÃ¤te zu finden, die mit Ihrem Heim-W\U2011LAN verbunden sind, benÃ¶tigt die App dauerhaften Zugriff auf das lokale Netzwerk.;The app needs this to show you devices connected to your Wi-Fi.;In order to find devices connected to your home Wi \ u2011fi network, the application must permanently access the local network.
com.nintendo.zaka;Diese Daten werden fÃ¼r die Spielerstellung im Mehrspieler-Modus verwendet.;This data will be used for multiplayer matchmaking.;This data will be used for multiplayer matchmaking.
com.adp.adpmobile;;Allow Flutter tools on your computer to connect and debug your application. This prompt will not appear on release builds.;Allow Flutter tools on your computer to connect and debug your application. This prompt will not appear on release builds.
com.sensedevil.VTTiPhone;;Used for local multiplayer;Used for local multiplayer
com.algoriddim.djay-iphone-free;;djay accesses the local network to find Ableton Link peers, allowing to play in sync together with other apps and devices.;djay accesses the local network to find Ableton Link peers, allowing to play in sync together with other apps and devices.
com.metacortext.Revive;;Atlantis would use Bonjour Service to discover Proxyman app from your local network.;Atlantis would use Bonjour Service to discover Proxyman app from your local network.
com.flightyapp.flighty;;WiFi Network is requesting this, probably to assisting connecting. Not Flighty.;WiFi Network is requesting this, probably to assisting connecting. Not Flighty.
com.brother.iPrint-Scan;"""iPrint&Scan"" den Zugriff auf andere, mit Ihrem Netzwerk verbundene GerÃ¤te erlauben.";"Allow ""iPrint&Scan"" to access other devices connected to your network.";"Allow ""iPrint&Scan"" to access other devices connected to your network."
com.tigermedia.TigerAudio;Der Zugriff auf das lokale Netz wird benÃ¶tigt, damit eine Verbindung zu einer tigerbox TOUCH hergestellt werden kann.;;Access to the local network is required so that a connection to a Tigerbox Touch can be established.
com.zwift.Zwift;;The device will be able to discover and connect to fitness and mobile devices on networks you use to allow interaction with the Zwift game world.;The device will be able to discover and connect to fitness and mobile devices on networks you use to allow interaction with the Zwift game world.
com.pokemon.pokemontv;PokÃ©mon-TV verwendet das lokale Netzwerk, um Cast-fÃ¤hige GerÃ¤te in deinem Wi-Fi-Netzwerk zu erkennen.;PokÃ©mon TV uses the local network to discover Cast-enabled devices on your Wi-Fi network.;"pokemontv uses the local network to discover Cast-enabled devices on your WiFi
	network."
com.bowerswilkins.splice;Diese Funktion wird verwendet, um kompatible Produkte in Ihrem Netzwerk zu erkennen;This feature is used to discover compatible products on your network;This feature is used to discover compatible products on your network
ch.migros.m-go;;Atlantis would use Bonjour Service to discover Proxyman app from your local network.;Atlantis would use Bonjour Service to discover Proxyman app from your local network.
com.lscsmartconnection.smart;Der Zweck der App, die eine Verbindung zum lokalen Netzwerk herstellt: Aktivieren Sie das Pairing und die Steuerung der GerÃ¤te, die mit dem lokalen Netzwerk verbunden sind;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network
com.hombli.smart;Benutzen Sie die App, um Zugriff auf LAN: Netzwerkverteilung, lokale GerÃ¤tebedienung;Use the app to access LAN: pair to network and local device control;Use the app to access LAN: pair to network and local device control
com.mind.quiz.brain.find;;This app will be able to discover and connect to other devices;This app will be able to discover and connect to other devices
com.fungames.colorfybynumber;;Paint by Number uses the local network to get new images for you.;Paint by Number uses the local network to get new images for you.
uk.co.davidlloyd.mobile-app;;"This app uses the local network to discover Cast-enabled devices on your WiFi
network.";"This app uses the local network to discover Cast-enabled devices on your WiFi
network."
com.flexilis.security;Diese Berechtigung ermÃ¶glicht uns, potenzielle Bedrohungen zu erkennen, indem wir Ihr Netzwerk Ã¼berwachen.;This permission allows us to identify potential threats by monitoring your network.;This permission allows us to identify potential threats by monitoring your network.
de.telekom.basketball;MagentaSport mÃ¶chte auf das lokale Netzwerk zugreifen, um Casting GerÃ¤te in deiner NÃ¤he zu erkennen.;;Magenta sport wants to access the local network to recognize Casting devices near you.
com.ihoment.GoVeeSensor;"1. Govee Home benÃ¶tigt lokale Netzwerkberechtigungen fÃ¼r GerÃ¤te, um das Netzwerk zu konfigurieren. 
2. Govee Home wird Ihre Netzwerkinformationen in keiner Weise erfassen, verwenden oder weitergeben.";"1. Govee Home requires local network permission for devices in order to configure the network.
2. Govee Home will not collect, use, or share your network information in any way.";1. Govee Home requires local network permission for devices in order to configure the network.\n2. Govee Home will not collect, use, or share your network information in any way.
de.taifun.app;Zur Verbindung mit Testo GerÃ¤ten.;;For connection to Testo devices.
gec.MarineApp.WorldViewerLiteHD;;It is needed in order to access your external devices with WiFi;It is needed in order to access your external devices with WiFi
com.upperdeck.udfmobile;;The local network permission is required to discover Cast-enabled devices on your WiFi network.;The local network permission is required to discover Cast-enabled devices on your WiFi network.
io.pushpay.kenaichristianchurch;;Kenai Christian Church uses the local network to discover Cast-enabled devices on your WiFi network.;Kenai Christian Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.voxler.ls2018CompanionApp.PS4;;Let's Sing Mic uses the local network to connect to a Let's Sing game around you.;Let's Sing Mic uses the local network to connect to a Let's Sing game around you.
io.pushpay.churchatglasschapel;;Glass Chapel app uses the local network to connect to Cast-enabled devices on your WiFi network.;Glass Chapel app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.subsplashconsulting.XR8TF9;;Anchor Network uses the local network to discover Cast-enabled devices on your WiFi network.;Anchor Network uses the local network to discover Cast-enabled devices on your WiFi network.
es.renr.kioscoLaNuevaEspana;;Looking for local tcp Bonjour service used by live log viewer;Looking for local tcp Bonjour service used by live log viewer
com.subsplashconsulting.G564Q8;;Journeychurch of Myrtle Beach uses the local network to discover Cast-enabled devices on your WiFi network.;Journey Church of Myrtle Beach uses the local network to discover Cast-enabled devices on your WiFi network.
ec.radio.redaleluyaecuador;;;The Vera TV application uses a local network to find compatible devices on the Wi-Fi network
ru.mysmartflat.sapfir;;Using for smart home devices connect;Used to connect smart home devices
com.soundavo.appstore;;This app will be able to discover and connect to devices on the networks you use.;This app will be able to discover and connect to devices on the networks you use.
in.cargoexchange.customer;;This app will not connect to devices on your network, it only detects the connectivity with your local gateway.;This app will not connect to devices on your network, it only detects the connectivity with your local gateway.
io.pushpay.victorybikerchurch;;Victory app uses the local network to connect to Cast-enabled devices on your WiFi network.;Victory app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.goodbarber.fb1st;;True North Church - Alaska uses the local network to discover Cast-enabled devices on your WiFi network.;True North Church - Alaska uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashstudio201.Harris-Creek-Baptist-Church;;Harris Creek uses the local network to discover Cast-enabled devices on your WiFi network.;Harris Creek uses the local network to discover Cast-enabled devices on your WiFi network.
io.pushpay.destinycommunitychurch;;DCC app uses the local network to connect to Cast-enabled devices on your WiFi network.;DCC app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.release.kingjesustv;;KingJesusTV uses the local network to discover Cast-enabled devices on your WiFi network.;KingJesusTV uses the local network to discover Cast-enabled devices on your WiFi network.
com.echurchapps.collierville1st;;Collierville First Pentecostal uses the local network to discover Cast-enabled devices on your WiFi network.;Collierville First Pentecostal uses the local network to discover Cast-enabled devices on your WiFi network.
no.tv2.sumo;;;TV 2 Play uses local network to find chromecast devices.
com.luci.lumilifev2;; LumiLifeV2 is looking for local tcp Bonjour service;LumiLifeV2 is looking for local tcp Bonjour service
com.hubilo.finnovexeurope;Diese App verwendet das lokale Netzwerk, um sich mit Spielern in Ihrer Umgebung zu verbinden.;This app uses the local network to connect with players around you.;This app uses the local network to connect with players around you.
com.subsplashconsulting.J8B3MF;;Benton Street Baptist Church uses the local network to discover Cast-enabled devices on your WiFi network.;Benton Street Baptist Church uses the local network to discover Cast-enabled devices on your WiFi network.
be.vootvplus.app;We need your authorization to detect any streaming device or Smart TV on your Wi-Fi network and connect it to VOO TV+;We need your authorization to detect any streaming device or Smart TV on your Wi-Fi network and connect it to VOO TV+;We need your authorization to detect any streaming or smart TV device on your Wi-Fi network and connect it to VOO TV+
tv.chaupal.ios;;chaupal uses the local network to discover Cast-enabled devices on your WiFi network.;chaupal uses the local network to discover Cast-enabled devices on your WiFi network.
com.kiswe.jazzlive;;JazzLive uses the local network to discover Cast-enabled devices on your WiFi network.;JazzLive uses the local network to discover Cast-enabled devices on your WiFi network.
com.nasrsolutions.nolimitschurch;;C3 NoLimits uses the local network to discover Cast-enabled devices on your WiFi network.;C3 NoLimits uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.VHJNJB;;Kingwood UMC uses the local network to discover Cast-enabled devices on your WiFi network.;Kingwood UMC uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.MN9HJH;;Mission24 uses the local network to discover Cast-enabled devices on your WiFi network.;Mission24 uses the local network to discover Cast-enabled devices on your WiFi network.
com.technogym.mywellness.qwellness;;Used to discover Cast-enabled devices on your WiFi;Used to discover Cast-enabled devices on your WiFi
com.mitel.micollab.ngn;;This permission allows you to connect to the MiCollab server through your local network.;This permission allows you to connect to the MiCollab server through your local network.
com.subsplashconsulting.ChurchoftheHarvest;;Church of the Harvest uses the local network to discover Cast-enabled devices on your WiFi network.;Church of the Harvest uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.4PMKXD;;Calvary Chapel Breath of Life uses the local network to discover Cast-enabled devices on your WiFi network.;Calvary Chapel Breath of Life uses the local network to discover Cast-enabled devices on your WiFi network.
com.aramco.radioappv3;;"Radio Energy uses the local network to discover Cast-enabled devices on your WiFi
        network.";"Radio Energy uses the local network to discover Cast-enabled devices on your WiFi
        network."
com.contextuel.tracingcursivestarter;;Use the local network to share words lists;Use the local network to share words lists
com.subsplashconsulting.8HMZ2P;;Uplift Christian Ministries uses the local network to discover Cast-enabled devices on your WiFi network.;Uplift Christian Ministries uses the local network to discover Cast-enabled devices on your WiFi network.
com.echurchapps.powerhousec;;PHC Katy app uses the local network to connect to Cast-enabled devices on your WiFi network.;PHC Katy app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.subsplashconsulting.DS2BP5;;Hawley Alliance Church uses the local network to discover Cast-enabled devices on your WiFi network.;Hawley Alliance Church uses the local network to discover Cast-enabled devices on your WiFi network.
net.manageapps.100292;;Rhea Lana uses the local network to discover Cast-enabled devices on your WiFi network.;Rhea Lana uses the local network to discover Cast-enabled devices on your WiFi network.
com.trainerize.tomfittrainingfacility;;TOMFIT uses the local network to discover Cast-enabled devices on your WiFi network.;TOMFIT uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.K62CM4;;Bridges for Peace uses the local network to discover Cast-enabled devices on your WiFi network.;Bridges for Peace uses the local network to discover Cast-enabled devices on your WiFi network.
com.radio.deejay.honduras;;This app will be able to discover and connect to Cast devices on the networks you use.;This app will be able to discover and connect to Cast devices on the networks you use.
shoponline.app;;Allow Flutter tools on your computer to connect and debug your application.;Allow Flutter tools on your computer to connect and debug your application.
com.subsplashconsulting.KTM77Q;;CWC Worcester uses the local network to discover Cast-enabled devices on your WiFi network.;CWC Worcester uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.S5T3NF;;GROVE CHURCH MPLS uses the local network to discover Cast-enabled devices on your WiFi network.;GROVE CHURCH MPLS uses the local network to discover Cast-enabled devices on your WiFi network.
net.pocketplayground.rsdash;;RS Dash requires local network access to receive telemetry.;RS Dash requires local network access to receive telemetry.
com.subsplashconsulting.ZDCBK4;;Home Church 217 uses the local network to discover Cast-enabled devices on your WiFi network.;Home Church 217 uses the local network to discover Cast-enabled devices on your WiFi network.
de.unicredit.mobiletoken;;Required to connect to the bank via local network;Required to connect to the bank via local network
com.subsplashconsulting.DW2VH4;;Calvary Community Church SC uses the local network to discover Cast-enabled devices on your WiFi network.;Calvary Community Church SC uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.TJGTSD;;Anthem Thousand Oaks uses the local network to discover Cast-enabled devices on your WiFi network.;Anthem Thousand Oaks uses the local network to discover Cast-enabled devices on your WiFi network.
com.hubilo.pmldseaconference2021;;This app uses the local network to connect with players around you.;This app uses the local network to connect with players around you.
com.subsplashconsulting.Horizonte-Queretaro;;Horizonte Queretaro uses the local network to discover Cast-enabled devices on your WiFi network.;Horizonte Queretaro uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.H7HTZP;;NewLifeLA - CA uses the local network to discover Cast-enabled devices on your WiFi network.;NewLifeLA - CA uses the local network to discover Cast-enabled devices on your WiFi network.
com.independence284.pvb88cwnuapp;;FitBODY with Kat uses the local network to discover Cast-enabled devices on your WiFi network.;FitBODY with Kat uses the local network to discover Cast-enabled devices on your WiFi network.
io.pushpay.twotreescommunity;;Two Trees Church app uses the local network to connect to Cast-enabled devices on your WiFi network.;Two Trees Church app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.subsplashconsulting.4F6S3C;;TPCCMACON uses the local network to discover Cast-enabled devices on your WiFi network.;TPCCMACON uses the local network to discover Cast-enabled devices on your WiFi network.
com.echurchapps.churchotlg;;COLG app uses the local network to connect to Cast-enabled devices on your WiFi network.;COLG app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.sensi.BooksyBIZZ;;Booksy uses the local network to connect your Card Reader device to the app in order to process transactions;Booksy uses the local network to connect your Card Reader device to the app in order to process transactions
com.c3church.mobile;;C3 Church - Clayton, NC uses the local network to discover Cast-enabled devices on your WiFi network.;C3 Church - Clayton, NC uses the local network to discover Cast-enabled devices on your WiFi network.
com.fujitsu.pfu.ScanSnap.ScanSnapConnectApplication;Nach dem gewÃ¼nschten ScanSnap suchen und die Verbindung mit ihm herstellen.;Search for the ScanSnap you want and connect it.;Search for ScanSnap and connect.
oho.app.gujarati;;App uses the local network to discover Cast-enabled devices on your WiFi network.;App uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.FZ82XR;;Vision Fellowship Church uses the local network to discover Cast-enabled devices on your WiFi network.;Vision Fellowship Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.METechs.SWCtrl;;To configure the device network, the local network needs to be turned on, otherwise the network configuration will fail;To configure the device network, the local network needs to be turned on, otherwise the network configuration will fail
com.umnes.ios.stickies2go.AirStickies;;AirSync uses local network to download stickies and find a Mac comanion app.;AirSync uses local network to download stickies and find a Mac companion app.
com.fluke.mobility.elektra;;"FlukeWiFiKit uses the local network to discover WiFi-enabled devices on your WiFi
network.";"FlukeWiFiKit uses the local network to discover WiFi-enabled devices on your WiFi
network."
